model,MAE,RMSE,MAPE,sMAPE,R2,MASE,train_time_s,fold,subset_name,n_features,train_rows,test_rows,model_key
RandomForest,24.115,33.047,14.531,15.818,0.6663,1.782,9.51,9,calendar_only,8,54424,2920,rf
RandomForest,19.491,30.048,18.728,13.872,0.5784,1.519,10.21,10,calendar_only,8,57344,2920,rf
RandomForest,3.811,5.556,2.456,2.461,0.9826,0.289,14.52,1,lag_only,7,31064,2920,rf
RandomForest,10.198,18.465,6.645,6.524,0.8045,0.369,15.13,2,lag_only,7,33984,2920,rf
RandomForest,3.581,4.889,2.527,2.521,0.989,0.249,16.37,3,lag_only,7,36904,2920,rf
RandomForest,2.95,4.148,2.029,2.025,0.9909,0.25,19.18,4,lag_only,7,39824,2920,rf
RandomForest,11.676,22.645,7.216,6.963,0.7497,0.456,19.03,5,lag_only,7,42744,2920,rf
RandomForest,4.091,5.654,2.644,2.641,0.9909,0.275,20.2,6,lag_only,7,45664,2920,rf
RandomForest,3.017,4.271,2.011,2.007,0.9914,0.244,21.94,7,lag_only,7,48584,2920,rf
RandomForest,9.745,18.195,6.24,5.939,0.843,0.348,23.18,8,lag_only,7,51504,2920,rf
RandomForest,3.507,4.811,2.341,2.334,0.9929,0.259,23.95,9,lag_only,7,54424,2920,rf
RandomForest,3.689,7.685,4.753,3.285,0.9724,0.288,24.93,10,lag_only,7,57344,2920,rf
RandomForest,4.718,7.371,3.051,3.05,0.9694,0.358,18.65,1,zabin_22,22,31064,2920,rf
RandomForest,13.027,20.531,8.508,8.381,0.7583,0.471,21.14,2,zabin_22,22,33984,2920,rf
RandomForest,4.027,5.465,2.901,2.885,0.9863,0.28,23.72,3,zabin_22,22,36904,2920,rf
RandomForest,3.633,5.447,2.541,2.531,0.9842,0.308,24.73,4,zabin_22,22,39824,2920,rf
RandomForest,13.697,22.889,8.579,8.271,0.7443,0.535,26.59,5,zabin_22,22,42744,2920,rf
RandomForest,4.456,6.232,2.867,2.863,0.989,0.3,28.92,6,zabin_22,22,45664,2920,rf
RandomForest,3.645,5.456,2.465,2.458,0.986,0.294,31.28,7,zabin_22,22,48584,2920,rf
RandomForest,12.334,19.214,7.814,7.576,0.8249,0.441,33.16,8,zabin_22,22,51504,2920,rf
RandomForest,3.588,4.949,2.435,2.42,0.9925,0.265,36.14,9,zabin_22,22,54424,2920,rf
RandomForest,4.344,9.279,5.539,3.769,0.9598,0.339,39.08,10,zabin_22,22,57344,2920,rf
SVR,3.01,4.731,1.91,1.909,0.9874,0.228,5.15,1,top_5,5,31064,2920,svr
SVR,9.595,20.178,6.271,6.178,0.7666,0.347,4.26,2,top_5,5,33984,2920,svr
SVR,3.243,4.734,2.316,2.302,0.9897,0.226,4.44,3,top_5,5,36904,2920,svr
SVR,2.946,5.042,1.942,1.943,0.9865,0.25,4.54,4,top_5,5,39824,2920,svr
SVR,11.54,25.502,7.228,6.92,0.6826,0.451,4.44,5,top_5,5,42744,2920,svr
SVR,3.487,5.126,2.319,2.308,0.9925,0.235,4.33,6,top_5,5,45664,2920,svr
SVR,2.94,4.378,1.952,1.947,0.991,0.237,4.3,7,top_5,5,48584,2920,svr
SVR,9.519,21.056,6.201,5.954,0.7897,0.34,4.33,8,top_5,5,51504,2920,svr
SVR,3.1,4.542,2.148,2.135,0.9937,0.229,4.54,9,top_5,5,54424,2920,svr
SVR,3.711,9.68,5.677,3.267,0.9562,0.289,4.39,10,top_5,5,57344,2920,svr
SVR,2.725,4.214,1.744,1.755,0.99,0.207,5.56,1,top_10,10,31064,2920,svr
SVR,8.919,18.844,5.71,5.673,0.7964,0.323,5.36,2,top_10,10,33984,2920,svr
SVR,2.599,3.684,1.881,1.875,0.9938,0.181,5.25,3,top_10,10,36904,2920,svr
SVR,2.689,4.752,1.791,1.804,0.988,0.228,5.7,4,top_10,10,39824,2920,svr
SVR,10.169,22.382,6.386,6.128,0.7555,0.397,5.69,5,top_10,10,42744,2920,svr
SVR,2.978,4.454,1.984,1.974,0.9944,0.2,5.49,6,top_10,10,45664,2920,svr
SVR,2.501,3.712,1.67,1.678,0.9935,0.202,5.9,7,top_10,10,48584,2920,svr
SVR,8.205,18.204,5.363,5.108,0.8428,0.293,6.35,8,top_10,10,51504,2920,svr
SVR,2.616,3.671,1.842,1.834,0.9959,0.193,5.92,9,top_10,10,54424,2920,svr
SVR,3.771,12.112,6.521,3.334,0.9315,0.294,7.54,10,top_10,10,57344,2920,svr
SVR,3.141,4.798,1.993,2.003,0.987,0.238,9.33,1,top_20,20,31064,2920,svr
SVR,9.612,18.772,5.945,6.006,0.798,0.348,7.94,2,top_20,20,33984,2920,svr
SVR,2.805,3.754,2.013,2.006,0.9935,0.195,8.28,3,top_20,20,36904,2920,svr
SVR,2.815,4.573,1.86,1.87,0.9889,0.239,10.62,4,top_20,20,39824,2920,svr
SVR,10.645,19.923,6.475,6.301,0.8063,0.416,10.94,5,top_20,20,42744,2920,svr
SVR,3.537,5.634,2.3,2.289,0.991,0.238,10.18,6,top_20,20,45664,2920,svr
SVR,2.892,4.111,1.908,1.915,0.9921,0.234,7.95,7,top_20,20,48584,2920,svr
SVR,8.103,16.052,5.195,5.017,0.8778,0.289,8.88,8,top_20,20,51504,2920,svr
SVR,2.644,3.605,1.856,1.849,0.996,0.195,7.45,9,top_20,20,54424,2920,svr
SVR,4.133,13.643,7.2,3.57,0.9131,0.322,9.53,10,top_20,20,57344,2920,svr
SVR,2.845,4.402,1.831,1.844,0.9891,0.216,10.19,1,top_30,30,31064,2920,svr
SVR,6.231,10.55,3.986,3.998,0.9362,0.225,10.03,2,top_30,30,33984,2920,svr
SVR,2.418,3.293,1.766,1.762,0.995,0.168,9.03,3,top_30,30,36904,2920,svr
SVR,2.68,4.429,1.764,1.774,0.9896,0.227,9.93,4,top_30,30,39824,2920,svr
SVR,6.174,9.733,3.787,3.744,0.9538,0.241,9.68,5,top_30,30,42744,2920,svr
SVR,3.358,5.304,2.204,2.189,0.992,0.226,9.94,6,top_30,30,45664,2920,svr
SVR,2.583,3.639,1.738,1.741,0.9938,0.209,8.76,7,top_30,30,48584,2920,svr
SVR,5.082,7.785,3.183,3.153,0.9713,0.182,8.87,8,top_30,30,51504,2920,svr
SVR,2.38,3.276,1.677,1.672,0.9967,0.176,9.34,9,top_30,30,54424,2920,svr
SVR,3.594,11.215,6.063,3.247,0.9413,0.28,9.94,10,top_30,30,57344,2920,svr
SVR,3.219,5.171,1.988,2.005,0.985,0.244,16.23,1,top_50,50,31064,2920,svr
SVR,5.932,9.917,3.849,3.854,0.9436,0.215,14.06,2,top_50,50,33984,2920,svr
SVR,2.379,3.2,1.691,1.69,0.9953,0.166,14.83,3,top_50,50,36904,2920,svr
SVR,2.69,4.134,1.847,1.842,0.9909,0.228,15.42,4,top_50,50,39824,2920,svr
SVR,7.182,10.935,4.392,4.333,0.9416,0.28,15.78,5,top_50,50,42744,2920,svr
SVR,3.381,5.626,2.142,2.134,0.991,0.228,14.95,6,top_50,50,45664,2920,svr
SVR,2.81,3.842,1.911,1.906,0.9931,0.227,13.1,7,top_50,50,48584,2920,svr
SVR,5.452,8.439,3.33,3.304,0.9662,0.195,13.35,8,top_50,50,51504,2920,svr
SVR,2.24,2.981,1.578,1.574,0.9973,0.166,14.41,9,top_50,50,54424,2920,svr
SVR,4.165,12.041,6.736,3.747,0.9323,0.325,13.41,10,top_50,50,57344,2920,svr
SVR,4.663,6.749,3.104,3.082,0.9744,0.354,36.06,1,all,115,31064,2920,svr
SVR,7.293,10.629,5.18,5.093,0.9352,0.264,33.06,2,all,115,33984,2920,svr
SVR,5.884,7.593,3.72,3.781,0.9735,0.41,33.94,3,all,115,36904,2920,svr
SVR,4.904,6.125,3.806,3.708,0.9801,0.416,34.24,4,all,115,39824,2920,svr
SVR,8.863,12.705,5.691,5.579,0.9212,0.346,39.17,5,all,115,42744,2920,svr
SVR,7.918,11.584,4.307,4.422,0.9619,0.533,37.62,6,all,115,45664,2920,svr
SVR,3.924,5.062,2.827,2.776,0.988,0.317,37.4,7,all,115,48584,2920,svr
SVR,8.318,11.862,5.367,5.295,0.9333,0.297,38.59,8,all,115,51504,2920,svr
SVR,5.915,7.832,3.488,3.553,0.9813,0.437,35.29,9,all,115,54424,2920,svr
SVR,8.055,13.579,10.158,7.112,0.9139,0.628,32.25,10,all,115,57344,2920,svr
SVR,22.219,31.041,14.045,14.618,0.4578,1.686,3.97,1,calendar_only,8,31064,2920,svr
SVR,40.249,51.222,28.768,26.626,-0.5041,1.456,3.7,2,calendar_only,8,33984,2920,svr
SVR,24.506,31.708,18.251,20.705,0.5387,1.706,3.38,3,calendar_only,8,36904,2920,svr
SVR,19.587,25.418,14.088,13.497,0.6564,1.661,3.35,4,calendar_only,8,39824,2920,svr
SVR,34.381,44.25,20.603,21.737,0.0443,1.342,3.72,5,calendar_only,8,42744,2920,svr
SVR,24.715,32.474,14.512,15.394,0.7003,1.664,3.6,6,calendar_only,8,45664,2920,svr
SVR,17.831,23.674,11.432,11.857,0.7368,1.44,3.49,7,calendar_only,8,48584,2920,svr
SVR,36.668,45.977,24.185,23.034,-0.0027,1.31,4.09,8,calendar_only,8,51504,2920,svr
SVR,22.953,28.651,16.317,16.943,0.7492,1.696,3.52,9,calendar_only,8,54424,2920,svr
SVR,22.147,31.846,22.143,16.224,0.5264,1.726,3.53,10,calendar_only,8,57344,2920,svr
SVR,3.306,5.104,2.092,2.099,0.9853,0.251,6.96,1,lag_only,7,31064,2920,svr
SVR,10.245,20.587,6.763,6.682,0.757,0.371,6.3,2,lag_only,7,33984,2920,svr
SVR,3.531,4.985,2.517,2.505,0.9886,0.246,6.18,3,lag_only,7,36904,2920,svr
SVR,3.3,5.588,2.138,2.144,0.9834,0.28,6.25,4,lag_only,7,39824,2920,svr
SVR,11.953,25.04,7.351,7.141,0.694,0.467,6.33,5,lag_only,7,42744,2920,svr
SVR,4.043,5.772,2.658,2.65,0.9905,0.272,5.69,6,lag_only,7,45664,2920,svr
SVR,3.119,4.59,2.079,2.078,0.9901,0.252,5.82,7,lag_only,7,48584,2920,svr
SVR,9.918,21.582,6.476,6.191,0.7791,0.354,5.8,8,lag_only,7,51504,2920,svr
SVR,3.283,4.766,2.265,2.254,0.9931,0.243,6.2,9,lag_only,7,54424,2920,svr
SVR,4.404,11.422,6.553,3.797,0.9391,0.343,6.51,10,lag_only,7,57344,2920,svr
SVR,6.509,9.156,4.505,4.414,0.9528,0.494,8.98,1,zabin_22,22,31064,2920,svr
SVR,15.029,23.583,9.719,9.81,0.6812,0.544,9.14,2,zabin_22,22,33984,2920,svr
SVR,9.132,11.921,6.11,6.228,0.9348,0.636,8.5,3,zabin_22,22,36904,2920,svr
SVR,6.986,9.07,5.452,5.255,0.9563,0.593,9.2,4,zabin_22,22,39824,2920,svr
SVR,16.269,26.338,9.816,9.691,0.6614,0.635,8.99,5,zabin_22,22,42744,2920,svr
SVR,9.166,12.367,5.711,5.84,0.9565,0.617,8.3,6,zabin_22,22,45664,2920,svr
SVR,6.008,8.189,4.457,4.343,0.9685,0.485,8.49,7,zabin_22,22,48584,2920,svr
SVR,15.673,24.289,10.027,9.631,0.7202,0.56,8.75,8,zabin_22,22,51504,2920,svr
SVR,12.602,16.027,7.598,7.855,0.9215,0.931,8.47,9,zabin_22,22,54424,2920,svr
SVR,9.396,15.218,11.488,8.082,0.8919,0.732,7.48,10,zabin_22,22,57344,2920,svr
Naive_lag1,7.214,9.972,4.677,4.676,0.944,0.548,0.0,1,all,115,31064,2920,naive
Naive_lag1,11.345,21.589,7.696,7.506,0.7328,0.41,0.0,2,all,115,33984,2920,naive
Naive_lag1,8.355,10.49,5.917,5.898,0.9495,0.582,0.01,3,all,115,36904,2920,naive
Naive_lag1,6.52,9.039,4.453,4.451,0.9566,0.553,0.0,4,all,115,39824,2920,naive
Naive_lag1,13.258,27.506,8.421,8.044,0.6307,0.518,0.0,5,all,115,42744,2920,naive
Naive_lag1,8.905,11.289,5.861,5.847,0.9638,0.599,0.0,6,all,115,45664,2920,naive
Naive_lag1,7.338,9.952,4.772,4.765,0.9535,0.592,0.0,7,all,115,48584,2920,naive
Naive_lag1,11.24,21.898,7.381,7.138,0.7726,0.401,0.0,8,all,115,51504,2920,naive
Naive_lag1,8.868,11.199,5.913,5.894,0.9617,0.655,0.0,9,all,115,54424,2920,naive
Naive_lag1,6.588,9.101,4.708,4.706,0.9613,0.513,0.02,10,all,115,57344,2920,naive
Naive_lag1,7.214,9.972,4.677,4.676,0.944,0.548,0.0,1,calendar_only,8,31064,2920,naive
Naive_lag1,11.345,21.589,7.696,7.506,0.7328,0.41,0.0,2,calendar_only,8,33984,2920,naive
Naive_lag1,8.355,10.49,5.917,5.898,0.9495,0.582,0.01,3,calendar_only,8,36904,2920,naive
Naive_lag1,6.52,9.039,4.453,4.451,0.9566,0.553,0.0,4,calendar_only,8,39824,2920,naive
Naive_lag1,13.258,27.506,8.421,8.044,0.6307,0.518,0.0,5,calendar_only,8,42744,2920,naive
Naive_lag1,8.905,11.289,5.861,5.847,0.9638,0.599,0.0,6,calendar_only,8,45664,2920,naive
Naive_lag1,7.338,9.952,4.772,4.765,0.9535,0.592,0.0,7,calendar_only,8,48584,2920,naive
Naive_lag1,11.24,21.898,7.381,7.138,0.7726,0.401,0.0,8,calendar_only,8,51504,2920,naive
Naive_lag1,8.868,11.199,5.913,5.894,0.9617,0.655,0.0,9,calendar_only,8,54424,2920,naive
Naive_lag1,6.588,9.101,4.708,4.706,0.9613,0.513,0.02,10,calendar_only,8,57344,2920,naive
Naive_lag1,7.214,9.972,4.677,4.676,0.944,0.548,0.0,1,lag_only,7,31064,2920,naive
Naive_lag1,11.345,21.589,7.696,7.506,0.7328,0.41,0.0,2,lag_only,7,33984,2920,naive
Naive_lag1,8.355,10.49,5.917,5.898,0.9495,0.582,0.01,3,lag_only,7,36904,2920,naive
Naive_lag1,6.52,9.039,4.453,4.451,0.9566,0.553,0.0,4,lag_only,7,39824,2920,naive
Naive_lag1,13.258,27.506,8.421,8.044,0.6307,0.518,0.0,5,lag_only,7,42744,2920,naive
Naive_lag1,8.905,11.289,5.861,5.847,0.9638,0.599,0.0,6,lag_only,7,45664,2920,naive
Naive_lag1,7.338,9.952,4.772,4.765,0.9535,0.592,0.0,7,lag_only,7,48584,2920,naive
Naive_lag1,11.24,21.898,7.381,7.138,0.7726,0.401,0.0,8,lag_only,7,51504,2920,naive
Naive_lag1,8.868,11.199,5.913,5.894,0.9617,0.655,0.0,9,lag_only,7,54424,2920,naive
Naive_lag1,6.588,9.101,4.708,4.706,0.9613,0.513,0.02,10,lag_only,7,57344,2920,naive
Naive_lag1,7.214,9.972,4.677,4.676,0.944,0.548,0.0,1,zabin_22,22,31064,2920,naive
Naive_lag1,11.345,21.589,7.696,7.506,0.7328,0.41,0.0,2,zabin_22,22,33984,2920,naive
Naive_lag1,8.355,10.49,5.917,5.898,0.9495,0.582,0.01,3,zabin_22,22,36904,2920,naive
Naive_lag1,6.52,9.039,4.453,4.451,0.9566,0.553,0.0,4,zabin_22,22,39824,2920,naive
Naive_lag1,13.258,27.506,8.421,8.044,0.6307,0.518,0.0,5,zabin_22,22,42744,2920,naive
Naive_lag1,8.905,11.289,5.861,5.847,0.9638,0.599,0.0,6,zabin_22,22,45664,2920,naive
Naive_lag1,7.338,9.952,4.772,4.765,0.9535,0.592,0.0,7,zabin_22,22,48584,2920,naive
Naive_lag1,11.24,21.898,7.381,7.138,0.7726,0.401,0.0,8,zabin_22,22,51504,2920,naive
Naive_lag1,8.868,11.199,5.913,5.894,0.9617,0.655,0.0,9,zabin_22,22,54424,2920,naive
Naive_lag1,6.588,9.101,4.708,4.706,0.9613,0.513,0.02,10,zabin_22,22,57344,2920,naive
ETS,62.147,76.926,45.444,33.975,-2.3299,4.717,3.43,1,all,115,31064,2920,ets
ETS,34.667,46.138,22.066,24.291,-0.2203,1.254,2.52,2,all,115,33984,2920,ets
ETS,47.492,64.37,28.15,34.087,-0.9013,3.307,2.4,3,all,115,36904,2920,ets
ETS,55.224,68.17,43.738,32.847,-1.4712,4.684,2.22,4,all,115,39824,2920,ets
ETS,38.72,48.032,23.535,24.828,-0.126,1.512,2.01,5,all,115,42744,2920,ets
ETS,57.477,79.006,31.03,37.82,-0.7741,3.869,2.42,6,all,115,45664,2920,ets
ETS,45.152,59.823,34.119,26.75,-0.6805,3.646,2.57,7,all,115,48584,2920,ets
ETS,52.277,65.031,29.108,35.446,-1.0059,1.867,2.29,8,all,115,51504,2920,ets
ETS,50.304,63.956,32.851,32.384,-0.2499,3.718,2.25,9,all,115,54424,2920,ets
ETS,62.872,78.347,56.785,37.843,-1.8663,4.9,2.73,10,all,115,57344,2920,ets
ETS,62.147,76.926,45.444,33.975,-2.3299,4.717,3.43,1,calendar_only,8,31064,2920,ets
ETS,34.667,46.138,22.066,24.291,-0.2203,1.254,2.52,2,calendar_only,8,33984,2920,ets
ETS,47.492,64.37,28.15,34.087,-0.9013,3.307,2.4,3,calendar_only,8,36904,2920,ets
ETS,55.224,68.17,43.738,32.847,-1.4712,4.684,2.22,4,calendar_only,8,39824,2920,ets
ETS,38.72,48.032,23.535,24.828,-0.126,1.512,2.01,5,calendar_only,8,42744,2920,ets
ETS,57.477,79.006,31.03,37.82,-0.7741,3.869,2.42,6,calendar_only,8,45664,2920,ets
ETS,45.152,59.823,34.119,26.75,-0.6805,3.646,2.57,7,calendar_only,8,48584,2920,ets
ETS,52.277,65.031,29.108,35.446,-1.0059,1.867,2.29,8,calendar_only,8,51504,2920,ets
ETS,50.304,63.956,32.851,32.384,-0.2499,3.718,2.25,9,calendar_only,8,54424,2920,ets
ETS,62.872,78.347,56.785,37.843,-1.8663,4.9,2.73,10,calendar_only,8,57344,2920,ets
ETS,62.147,76.926,45.444,33.975,-2.3299,4.717,3.43,1,lag_only,7,31064,2920,ets
ETS,34.667,46.138,22.066,24.291,-0.2203,1.254,2.52,2,lag_only,7,33984,2920,ets
ETS,47.492,64.37,28.15,34.087,-0.9013,3.307,2.4,3,lag_only,7,36904,2920,ets
ETS,55.224,68.17,43.738,32.847,-1.4712,4.684,2.22,4,lag_only,7,39824,2920,ets
ETS,38.72,48.032,23.535,24.828,-0.126,1.512,2.01,5,lag_only,7,42744,2920,ets
ETS,57.477,79.006,31.03,37.82,-0.7741,3.869,2.42,6,lag_only,7,45664,2920,ets
ETS,45.152,59.823,34.119,26.75,-0.6805,3.646,2.57,7,lag_only,7,48584,2920,ets
ETS,52.277,65.031,29.108,35.446,-1.0059,1.867,2.29,8,lag_only,7,51504,2920,ets
ETS,50.304,63.956,32.851,32.384,-0.2499,3.718,2.25,9,lag_only,7,54424,2920,ets
ETS,62.872,78.347,56.785,37.843,-1.8663,4.9,2.73,10,lag_only,7,57344,2920,ets
ETS,62.147,76.926,45.444,33.975,-2.3299,4.717,3.43,1,zabin_22,22,31064,2920,ets
ETS,34.667,46.138,22.066,24.291,-0.2203,1.254,2.52,2,zabin_22,22,33984,2920,ets
ETS,47.492,64.37,28.15,34.087,-0.9013,3.307,2.4,3,zabin_22,22,36904,2920,ets
ETS,55.224,68.17,43.738,32.847,-1.4712,4.684,2.22,4,zabin_22,22,39824,2920,ets
ETS,38.72,48.032,23.535,24.828,-0.126,1.512,2.01,5,zabin_22,22,42744,2920,ets
ETS,57.477,79.006,31.03,37.82,-0.7741,3.869,2.42,6,zabin_22,22,45664,2920,ets
ETS,45.152,59.823,34.119,26.75,-0.6805,3.646,2.57,7,zabin_22,22,48584,2920,ets
ETS,52.277,65.031,29.108,35.446,-1.0059,1.867,2.29,8,zabin_22,22,51504,2920,ets
ETS,50.304,63.956,32.851,32.384,-0.2499,3.718,2.25,9,zabin_22,22,54424,2920,ets
ETS,62.872,78.347,56.785,37.843,-1.8663,4.9,2.73,10,zabin_22,22,57344,2920,ets
MLP,3.068,4.605,1.948,1.954,0.9881,0.233,23.1,1,top_5,5,31064,2920,mlp
MLP,9.053,17.575,6.003,5.849,0.8229,0.327,12.9,2,top_5,5,33984,2920,mlp
MLP,3.082,4.285,2.216,2.209,0.9916,0.215,39.2,3,top_5,5,36904,2920,mlp
MLP,2.594,3.779,1.793,1.792,0.9924,0.22,24.54,4,top_5,5,39824,2920,mlp
MLP,10.844,22.439,6.91,6.531,0.7543,0.423,31.15,5,top_5,5,42744,2920,mlp
MLP,3.368,4.759,2.295,2.282,0.9936,0.227,28.51,6,top_5,5,45664,2920,mlp
MLP,2.743,4.08,1.844,1.832,0.9922,0.221,39.25,7,top_5,5,48584,2920,mlp
MLP,8.479,17.372,5.547,5.257,0.8569,0.303,36.02,8,top_5,5,51504,2920,mlp
MLP,2.938,4.121,2.039,2.033,0.9948,0.217,63.97,9,top_5,5,54424,2920,mlp
MLP,3.098,6.254,3.723,2.797,0.9817,0.241,26.72,10,top_5,5,57344,2920,mlp
MLP,3.715,5.296,2.43,2.477,0.9842,0.282,27.04,1,top_10,10,31064,2920,mlp
MLP,6.304,11.9,4.249,4.125,0.9188,0.228,26.38,2,top_10,10,33984,2920,mlp
MLP,2.75,3.735,2.0,2.0,0.9936,0.191,30.38,3,top_10,10,36904,2920,mlp
MLP,2.642,3.729,1.874,1.892,0.9926,0.224,36.63,4,top_10,10,39824,2920,mlp
MLP,7.089,13.089,4.42,4.338,0.9164,0.277,41.08,5,top_10,10,42744,2920,mlp
MLP,2.486,3.535,1.708,1.708,0.9964,0.167,51.33,6,top_10,10,45664,2920,mlp
MLP,2.683,3.891,1.858,1.867,0.9929,0.217,58.81,7,top_10,10,48584,2920,mlp
MLP,5.542,9.39,3.524,3.476,0.9582,0.198,97.31,8,top_10,10,51504,2920,mlp
MLP,2.331,3.239,1.627,1.622,0.9968,0.172,80.22,9,top_10,10,54424,2920,mlp
MLP,2.97,5.808,3.527,2.762,0.9842,0.231,52.11,10,top_10,10,57344,2920,mlp
MLP,3.166,4.363,2.135,2.153,0.9893,0.24,18.35,1,top_20,20,31064,2920,mlp
MLP,7.517,13.291,4.994,4.966,0.8987,0.272,21.87,2,top_20,20,33984,2920,mlp
MLP,2.764,3.638,2.068,2.079,0.9939,0.192,32.04,3,top_20,20,36904,2920,mlp
MLP,3.018,4.13,2.071,2.089,0.9909,0.256,21.32,4,top_20,20,39824,2920,mlp
MLP,7.905,15.539,4.824,4.77,0.8822,0.309,33.93,5,top_20,20,42744,2920,mlp
MLP,2.722,3.731,1.904,1.898,0.996,0.183,23.53,6,top_20,20,45664,2920,mlp
MLP,2.674,3.663,1.848,1.856,0.9937,0.216,33.25,7,top_20,20,48584,2920,mlp
MLP,5.795,10.364,3.702,3.656,0.9491,0.207,44.59,8,top_20,20,51504,2920,mlp
MLP,2.559,3.432,1.836,1.837,0.9964,0.189,31.5,9,top_20,20,54424,2920,mlp
MLP,2.74,4.863,3.091,2.567,0.989,0.214,51.0,10,top_20,20,57344,2920,mlp
MLP,2.544,3.639,1.691,1.701,0.9926,0.193,22.95,1,top_30,30,31064,2920,mlp
MLP,4.489,7.043,3.117,3.114,0.9716,0.162,22.11,2,top_30,30,33984,2920,mlp
MLP,2.437,3.197,1.751,1.753,0.9953,0.17,26.63,3,top_30,30,36904,2920,mlp
MLP,2.298,3.079,1.655,1.657,0.995,0.195,23.26,4,top_30,30,39824,2920,mlp
MLP,4.362,6.999,2.758,2.737,0.9761,0.17,46.65,5,top_30,30,42744,2920,mlp
MLP,2.267,3.11,1.588,1.584,0.9973,0.153,36.59,6,top_30,30,45664,2920,mlp
MLP,2.216,3.104,1.527,1.529,0.9955,0.179,36.71,7,top_30,30,48584,2920,mlp
MLP,3.661,5.745,2.434,2.41,0.9843,0.131,35.11,8,top_30,30,51504,2920,mlp
MLP,2.252,2.995,1.574,1.57,0.9973,0.166,33.97,9,top_30,30,54424,2920,mlp
MLP,2.599,5.751,3.31,2.517,0.9846,0.203,49.27,10,top_30,30,57344,2920,mlp
MLP,2.528,3.472,1.661,1.678,0.9932,0.192,22.64,1,top_50,50,31064,2920,mlp
MLP,4.441,6.816,3.041,3.051,0.9734,0.161,20.03,2,top_50,50,33984,2920,mlp
MLP,2.16,2.815,1.562,1.572,0.9964,0.15,27.2,3,top_50,50,36904,2920,mlp
MLP,1.872,2.491,1.351,1.358,0.9967,0.159,41.23,4,top_50,50,39824,2920,mlp
MLP,4.437,6.708,2.81,2.8,0.978,0.173,42.34,5,top_50,50,42744,2920,mlp
MLP,1.926,2.703,1.337,1.329,0.9979,0.13,41.34,6,top_50,50,45664,2920,mlp
MLP,1.939,2.7,1.338,1.34,0.9966,0.157,37.01,7,top_50,50,48584,2920,mlp
MLP,3.462,5.364,2.281,2.254,0.9864,0.124,41.21,8,top_50,50,51504,2920,mlp
MLP,1.777,2.336,1.246,1.245,0.9983,0.131,45.45,9,top_50,50,54424,2920,mlp
MLP,2.251,4.892,2.793,2.197,0.9888,0.175,45.81,10,top_50,50,57344,2920,mlp
MLP,2.27,2.997,1.548,1.542,0.9949,0.172,33.27,1,all,115,31064,2920,mlp
MLP,4.228,6.512,3.065,3.0,0.9757,0.153,40.65,2,all,115,33984,2920,mlp
MLP,2.529,3.191,1.855,1.833,0.9953,0.176,26.65,3,all,115,36904,2920,mlp
MLP,2.354,3.011,1.761,1.739,0.9952,0.2,48.32,4,all,115,39824,2920,mlp
MLP,4.31,6.212,2.791,2.755,0.9812,0.168,47.48,5,all,115,42744,2920,mlp
MLP,2.451,3.16,1.783,1.762,0.9972,0.165,46.85,6,all,115,45664,2920,mlp
MLP,1.88,2.529,1.324,1.325,0.997,0.152,44.32,7,all,115,48584,2920,mlp
MLP,3.581,5.17,2.4,2.361,0.9873,0.128,46.45,8,all,115,51504,2920,mlp
MLP,2.053,2.68,1.449,1.442,0.9978,0.152,44.06,9,all,115,54424,2920,mlp
MLP,2.877,6.124,3.824,2.809,0.9825,0.224,56.64,10,all,115,57344,2920,mlp
MLP,20.639,28.298,12.981,13.826,0.5494,1.566,85.27,1,calendar_only,8,31064,2920,mlp
MLP,30.265,38.476,20.876,20.548,0.1513,1.095,62.71,2,calendar_only,8,33984,2920,mlp
MLP,16.278,21.48,11.107,11.08,0.7883,1.133,127.0,3,calendar_only,8,36904,2920,mlp
MLP,16.123,20.717,11.513,11.302,0.7718,1.367,56.01,4,calendar_only,8,39824,2920,mlp
MLP,37.684,56.939,22.768,22.402,-0.5824,1.471,60.9,5,calendar_only,8,42744,2920,mlp
MLP,24.316,32.066,13.961,15.075,0.7078,1.637,54.74,6,calendar_only,8,45664,2920,mlp
MLP,15.314,20.733,9.957,10.236,0.7982,1.237,102.92,7,calendar_only,8,48584,2920,mlp
MLP,36.256,46.084,21.699,22.816,-0.0073,1.295,63.46,8,calendar_only,8,51504,2920,mlp
MLP,18.928,26.003,11.481,12.064,0.7934,1.399,58.29,9,calendar_only,8,54424,2920,mlp
MLP,17.512,27.751,18.307,13.087,0.6404,1.365,133.31,10,calendar_only,8,57344,2920,mlp
MLP,3.204,4.705,2.052,2.065,0.9875,0.243,21.62,1,lag_only,7,31064,2920,mlp
MLP,9.017,17.543,5.93,5.812,0.8236,0.326,21.53,2,lag_only,7,33984,2920,mlp
MLP,3.433,4.764,2.445,2.454,0.9896,0.239,17.16,3,lag_only,7,36904,2920,mlp
MLP,2.791,3.974,1.939,1.944,0.9916,0.237,27.28,4,lag_only,7,39824,2920,mlp
MLP,11.038,22.839,7.109,6.645,0.7454,0.431,19.47,5,lag_only,7,42744,2920,mlp
MLP,3.847,5.338,2.581,2.592,0.9919,0.259,20.16,6,lag_only,7,45664,2920,mlp
MLP,2.947,4.213,1.966,1.963,0.9917,0.238,22.24,7,lag_only,7,48584,2920,mlp
MLP,8.657,17.712,5.662,5.347,0.8512,0.309,23.78,8,lag_only,7,51504,2920,mlp
